2.92408e+17,"ZULUTRADING","zizofx replies to: cable update  gbpusd : thanks for that navin. will work on it. remember when you were targeti... ","18/01/2013 23:06","null"
2.90217e+17,"DailyZanxza","forex: gbpusd trading of the bank of england  boe  rate decision: by david song  currency 8 january 2013 analyst... ","12/01/2013 22:02","null"
2.90617e+17,"X9T_Equities","new weekly gbpusd forecasts are out. do you know where the pound is going next  ","14/01/2013 00:29","null"
2.93786e+17,"FXTraderUpdates","   long future entry for the elder impulse entry is setting up. $gbpusd ","22/01/2013 18:22","null"
2.90552e+17,"Free_FX_Systems","gbpusd technical update week of 14th january 2013 forex factory: gbpusd technical update   week of 14th january ... ","13/01/2013 20:13","null"
297424324510490624,"KalinkaCapitalO","closed sell   tornado fx  gbpusd 1.57195 for  5.0 pips  total for today  10.0 pips","01/02/2013 19:20:59","null "
2.72075e+17,"Firozl","closed buy stoch gbpusd 1.60373 for  3.6 pips  total for today  93.5 pips","23/11/2012 20:30","null"
2.75686e+17,"Dreamed_Reality","closed buy $gbpusd 1.60789 for  13.6 pips  total for today  296.9 pips","03/12/2012 19:41","null"
2.77851e+17,"forex_fx_","  :    $gbpusd sentiment bullish based on analysis of 49 articles and reports. visit   ","09/12/2012 19:05","null"
298992971389493248,"einvestorsforum","gbpusd stays within a downward price channel   ","06/02/2013 03:14:14","null "
2.76735e+17,"fxtrader111","closed sell gbpusd 1.60704 for  2.1 pips  total for today  39.2 pips","06/12/2012 17:09","null"
2.75663e+17,"idprofit","closed sell limit gbpusd 1.61059 for 0.0 pips  total for today 0.0 pips","03/12/2012 18:11","null"
2.88994e+17,"MT4inews","gbpusd new 30 day low. currently 1.6008","09/01/2013 13:02","null"
2.8941e+17,"FXTraderUpdates","   $gbpusd sentiment bullish based on analysis of 196 articles and reports. visit  ","10/01/2013 16:34","null"
2.74453e+17,"bawinningtrader","eurusd gbpusd.both could be setting up  short  signals through a  divergence setup providing that the present highs are not broken. watch  ","30/11/2012 10:01","null"
2.89051e+17,"NameSur71633099","closed buy gbpusd 1.5999 for  24.0 pips  total for today  113.0 pips","09/01/2013 16:49","null"
2.72725e+17,"forex_fx_","  : closed sell 1.0 lots gbpusd 1.5507 for  19.0 pips  total for today  309.0 pips","25/11/2012 15:33","null"
2.728e+17,"WahKiatGoh","closed sell $gbpusd 1.62128 for  178.9 pips  total for today  9042.5 pips","25/11/2012 20:32","null"
2.68798e+17,"lenterakota","closed buy 0.01 lots $gbpusd 1.59044 for  46.7 pips  total for today  898.7 pips","14/11/2012 19:31","null"
2.92762e+17,"chrisfkeane","$gbpusd next weeks one minute trading plan...jan 18: ","19/01/2013 22:35","null"
2.71318e+17,"antonihadi","gbpusd m1: waiting for order sell at a price of about 1.59223 1.59294","21/11/2012 18:24","null"
299207246708092928,"chrisfkeane","gbpusd one minute trading plan video....the fib kid ","06/02/2013 17:25:41","null "
298205207224020992,"FXTraderUpdates","   $gbpusd sentiment bullish based on analysis of 79 articles and reports. visit   ","03/02/2013 23:03:56","null "
2.90111e+17,"MyMarketivaCom","gbpusd technical update   week of 14th january 2013: gbpusd technical update   week of 14th january 2013  the gb... ","12/01/2013 15:00","null"
2.76331e+17,"IsaacBecerra","gbpusd hits fresh low after adp report","05/12/2012 14:25","null"
2.88447e+17,"WCCForexSignals","closed buy 1.0 lots gbpusd 1.60856 for  32.1 pips  total for today  32.1 pips","08/01/2013 00:48","null"
2.93886e+17,"javierleejf","  : eurusd settles back at 1.3320  audusd eases back to 1.0555  gbpusd clinging to 1.5840  usdjpy sits around 88.70       ","23/01/2013 01:00","null"
2.72009e+17,"forex_fx_","  : medium term trades eurusd  gbpusd and gold remain in progress  will update stoploss  profit  orders later at night before nyse closing bell","23/11/2012 16:11","null"
299935630945816576,"DollarBlase","closed sell gbpusd 1.5645 for  20.0 pips  total for today  20.0 pips","08/02/2013 17:40:01","null "
299090163924094976,"FXTraderUpdates","   $gbpusd sentiment bullish based on analysis of 182 articles and reports. visit  ","06/02/2013 09:40:26","null "
2.94065e+17,"FXTraderUpdates","   long future entry for the double bollinger bands entry is setting up. $gbpusd ","23/01/2013 12:51","null"
2.88975e+17,"MassyPower","  : market taking another stab into early ny flows: $eurusd  gt  all about 3050 3000 support     $gbpusd  gt  all about 6050 6000 support   $$","09/01/2013 11:47","null"
2.76228e+17,"EnzoTataFX","  :: $gbpusd in session highs  around 1.6115 ","05/12/2012 07:33","null"
2.7339e+17,"BlackCentaurFX","fxstreetnews:: $gbpusd holds 50 ma post uk gdp ","27/11/2012 11:38","null"
2.70619e+17,"BortugnoS","closed sell $gbpusd 1.59019 for  1.2 pips  total for today  1.2 pips","19/11/2012 20:06","null"
296911784848261120,"FullPips","closed buy gbpusd 1.5825 for  11.5 pips  total for today  97.9 pips","31/01/2013 09:24:20","null "
2.69397e+17,"statarbpro","closed sell $gbpusd 1.58517 for  1.6 pips  total for today  2.4 pips","16/11/2012 11:09","null"
2.95897e+17,"traderlife","closed buy 0.02 lots $gbpusd 1.57295 for  10.0 pips  total for today  29.7 pips","28/01/2013 14:13","null"
2.79992e+17,"forex_fx_","  : closed sell 0.1 lots gbpusd 1.569 for  22.0 pips  total for today  93.0 pips","15/12/2012 16:51","null"
2.82102e+17,"ulasakincilar","closed my last gbpusd short.. flattish week.. lost at gbpaud and usdcad won back at gbpusd. done for the week and maybe for the year.","21/12/2012 12:35","null"
2.72209e+17,"DnBPriceAction","gbpusd bearish... ","24/11/2012 05:23","null"
2.92562e+17,"smartforexfunds","closed buy $gbpusd 1.6136 for  123.3 pips  total for today  123.3 pips","19/01/2013 09:21","null"
300284458219745280,"BlackCentaurFX","fxstreetnews: $gbpusd: forecasts in cable are mostly around the 1.58 59 ranges. ","09/02/2013 16:46:08","null "
2.69778e+17,"forex_fx_","  : navin2007 replies to: cable update  gbpusd : it could drop from here..its pretty difficult area...needs to go hi... ","17/11/2012 12:26","null"
2.70579e+17,"forex_fx_","  : gbpusd sho entry for elder impulse entry ","19/11/2012 17:27","null"
2.89448e+17,"Dodjfrost","closed buy 0.02 lots gbpusd 1.61563 for  5.3 pips  total for today  50.5 pips","10/01/2013 19:07","null"
2.71691e+17,"jasonfosterde","closed sell 1.0 lots gbpusd 1.5479 for  5.0 pips  total for today  198.0 pips","22/11/2012 19:05","null"
2.82288e+17,"Nadya__Tim",":   forex commentary: gbpusd moves lower after pin bar reversal signal  21st december 2012","22/12/2012 00:54","null"
2.79124e+17,"forex_fx_","  : closed buy 0.02 lots gbpusd 1.61467 for  1.3 pips  total for today  1.3 pips","13/12/2012 07:23","null"
2.77218e+17,"forex_fx_","  : closed sell 1.0 lots gbpusd 1.5507 for  19.0 pips  total for today  290.0 pips","08/12/2012 01:07","null"
2.73503e+17,"forex_fx_","  : just entered $gbpusd short around 1.60235.","27/11/2012 19:07","null"
298506409333628928,"jazmario","closed buy 2.0 lots gbpusd 1.5818 for  57.0 pips  total for today  144.0 pips","04/02/2013 19:00:48","null "
2.93821e+17,"WahKiatGoh","closed sell $gbpusd 1.58645 for  39.2 pips  total for today  275.0 pips","22/01/2013 20:42","null"
2.92454e+17,"ForexSecrets4",":   forex market commentary: gbpusd and eurusd update  18th january 2013","19/01/2013 02:12","null"
2.94137e+17,"aperreno","closed sell 201.6 lots gbpusd 1.60179 for  181.3 pips  total for today  420.1 pips","23/01/2013 17:40","null"
2.76726e+17,"forex_fx_","  : closed buy gbpusd 1.61173 for  45.4 pips  total for today  56.6 pips","06/12/2012 16:33","null"
2.71528e+17,"SecretFX","gbpusd bullish engulfing hourly chart: xauusd bullish harami hourly chart resistance: 1734.20 moderate 1739.70 m... ","22/11/2012 08:17","null"
2.78863e+17,"BlackCentaurFX","fxstreetreports: $gbpusd bullish   1.6178 and 1.63 are resistance targets  ","12/12/2012 14:04","null"
2.728e+17,"WahKiatGoh","closed sell $gbpusd 1.62121 for  178.2 pips  total for today  6365.4 pips","25/11/2012 20:31","null"
